Run	Assay Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center Name	collected_by	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name	Instrument	Isolation_source	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	version	sample_acc	Sample Name	SRA Study	ww_population	ww_sample_duration	ww_sample_matrix	ww_sample_type	ww_surv_target_1_known_present	ww_surv_target_1	purpose_of_ww_sampling	concentration_method	ww_sample_site	collection_site_id	project_name	ww_flow	Extraction-method	ww_surv_target_1_conc_unit	enrichment_kit (run)	amplicon_size (run)	dehosting_method (run)	ww_surv_target_1_protocol	ww_surv_target_1_gene	ww_surv_target_1_conc	extraction_control	sequenced_by	ww_temperature	purpose_of_ww_sequencing	collection_volume	ww_surv_target_2_conc	ww_surv_target_2_conc_unit	ww_surv_target_2_gene	ww_surv_target_2	Collection_time	ww_surv_target_2_known_present	ww_surv_jurisdiction	ww_population_source	ww_pre_treatment	ww_endog_control_1	instantaneous_flow	ww_ph	ww_total_suspended_solids	ww_endog_control_1_protocol	ww_industrial_effluent_percent	specimen_processing
SRR22175157	AMPLICON	292	PRJNA757447	SAMN31581317	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-10-18	public	"run.zq,sra"	"gs,s3,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX18153973	USA: Alabama	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000123967	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-03T00:00:00Z	2	SRS15655224	CFSANSMP000122337	SRP349465	125030	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	MOB	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	390	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	250	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.45	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22175158	AMPLICON	291	PRJNA757447	SAMN31581318	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-10-04	public	"sra,run.zq"	"s3,gs,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX18153974	USA: Mississippi	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000123969	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-03T00:00:00Z	2	SRS15655225	CFSANSMP000122063	SRP349465	36969	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	PAS	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	160	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	<160	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		no	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.37	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22175538	AMPLICON	294	PRJNA757447	SAMN31581593	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-10-18	public	"run.zq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX18154354	USA: Alabama	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000123966	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-03T00:00:00Z	2	SRS15655577	CFSANSMP000122336	SRP349465	125030	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	MOB	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	390	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	250	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.45	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR19183675	WGS	615	PRJNA757447	SAMN28562065	SARS-CoV-2: wastewater surveillance	FDA	FDA Center for Food Safety and Applied Nutrition	2022-04-05	public	sra	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX15248795	USA: Maryland	MinION	wastewater	Ligation sequencing kit library SEQ000119805	SINGLE	RANDOM	GENOMIC	wastewater metagenome	OXFORD_NANOPORE	2022-09-25T00:00:00Z	2	SRS13194294	CFSANSMP000116252	SRP349465	29758	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	missing	MD01	GenomeTrakr	not collected																													
SRR22275905	AMPLICON	287	PRJNA757447	SAMN31712961	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-11-01	public	"sra,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX18250301	USA: Alabama	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000124765	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-14T00:00:00Z	2	SRS15744882	CFSANSMP000122844	SRP349465	125030	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	MOB	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	170	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	160	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.55	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22275964	AMPLICON	290	PRJNA757447	SAMN31712965	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-11-01	public	"sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX18250360	USA: Mississippi	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000124764	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-14T00:00:00Z	2	SRS15744941	CFSANSMP000122843	SRP349465	36969	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	PAS	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	340	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	170	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.15	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22275969	AMPLICON	286	PRJNA757447	SAMN31712959	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-11-01	public	"sra,run.zq"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX18250365	USA: Alabama	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000124766	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-14T00:00:00Z	2	SRS15744946	CFSANSMP000122845	SRP349465	125030	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	MOB	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	170	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	160	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.55	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22275973	AMPLICON	286	PRJNA757447	SAMN31712968	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-11-01	public	"sra,run.zq"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX18250369	USA: Mississippi	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000124763	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-14T00:00:00Z	2	SRS15744950	CFSANSMP000122842	SRP349465	36969	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	PAS	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	340	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	170	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.15	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22085552	AMPLICON	279	PRJNA774274	SAMN27386963	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-03-04	public	"activ_sars2_vcf,run.zq,sra"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX18065678	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA-CWW-032	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-28T00:00:00Z	2	SRS15571239	NJDA_CWW_032	SRP367035	13500	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_002	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	QIAseq DIRECT SARS-CoV-2	395	SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	29.93	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22085553	AMPLICON	268	PRJNA774274	SAMN27386962	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-03-04	public	"run.zq,sra,activ_sars2_vcf"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX18065677	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA-CWW-031	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-28T00:00:00Z	1	SRS15571240	NJDA_CWW_031	SRP367035	50000	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_001	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	QIAseq DIRECT SARS-CoV-2	395	SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	32.06	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22085554	AMPLICON	267	PRJNA774274	SAMN27386961	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-03-02	public	"activ_sars2_vcf,sra,run.zq"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX18065676	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA-CWW-030	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-28T00:00:00Z	2	SRS15571238	NJDA_CWW_030	SRP367035	13500	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_002	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	QIAseq DIRECT SARS-CoV-2	395	SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	29.09	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22085555	AMPLICON	259	PRJNA774274	SAMN27386958	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-02-25	public	"run.zq,activ_sars2_vcf,sra"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX18065675	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA-CWW-027	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-28T00:00:00Z	1	SRS15571236	NJDA_CWW_027	SRP367035	50000	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_001	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	QIAseq DIRECT SARS-CoV-2	395	SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	30.71	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22085556	AMPLICON	288	PRJNA774274	SAMN27386950	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-02-10	public	"sra,activ_sars2_vcf,run.zq"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX18065674	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA-CWW-019	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-28T00:00:00Z	1	SRS15571237	NJDA_CWW_019	SRP367035	50000	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_001	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	QIAseq DIRECT SARS-CoV-2	395	SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	29.85	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22085557	AMPLICON	282	PRJNA774274	SAMN27386948	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-02-08	public	"sra,activ_sars2_vcf,run.zq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX18065673	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA-CWW-017	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-28T00:00:00Z	2	SRS15571235	NJDA_CWW_017	SRP367035	50000	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_001	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	QIAseq DIRECT SARS-CoV-2	395	SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	30.3	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22222883	AMPLICON	205	PRJNA774274	SAMN27386940	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-01-19	public	"activ_sars2_vcf,run.zq,sra"	"gs,ncbi,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX18200513	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA_CWW_WGS_006	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-07T00:00:00Z	2	SRS15307899	NJDA_CWW_006	SRP367035	13500	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_002	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	NEBNext ARTIC SARS-CoV-2 RT-PCR Module		SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	27.97	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22222935	AMPLICON	215	PRJNA774274	SAMN27386950	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-02-10	public	"sra,run.zq,activ_sars2_vcf"	"gs,ncbi,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX18200565	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA_CWW_WGS_019	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-07T00:00:00Z	2	SRS15571237	NJDA_CWW_019	SRP367035	50000	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_001	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	NEBNext ARTIC SARS-CoV-2 RT-PCR Module		SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	29.85	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22222950	AMPLICON	215	PRJNA774274	SAMN27386956	SARS-CoV-2: wastewater surveillance	NJDA	New Jersey State Department of Agriculture	2022-02-23	public	"activ_sars2_vcf,sra,run.zq"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX18200580	USA: New Jersey	Illumina MiniSeq	wastewater	NJDA_CWW_WGS_025	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-11-07T00:00:00Z	2	SRS15698574	NJDA_CWW_025	SRP367035	50000	24	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	wastewater treatment plant	NJDA_CWW_site_001	GenomeTrakr; LFFM ww project		promega manual tna kit	cycles (Ct value)	NEBNext ARTIC SARS-CoV-2 RT-PCR Module		SRA human read removal tool	Promega GoTaq Enviro Wastewater SARS-CoV-2 Systems (catalog#: AM2100)	N gene (N1)	31.35	none	New Jersey State Department of Agriculture			900 mL										PMMoV						
SRR22052592	AMPLICON	292	PRJNA757447	SAMN31463004	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-10-11	public	"sra,run.zq"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX18033659	USA: Alabama	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000123912	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-26T00:00:00Z	2	SRS15540316	CFSANSMP000122322	SRP349465	125030	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	MOB	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	600	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	250	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.15	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22052593	AMPLICON	292	PRJNA757447	SAMN31463005	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-10-11	public	"sra,run.zq"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX18033660	USA: Mississippi	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000123911	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-26T00:00:00Z	2	SRS15540317	CFSANSMP000122321	SRP349465	36969	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	PAS	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	390	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	250	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.5	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22052595	AMPLICON	290	PRJNA757447	SAMN31463006	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-10-11	public	"sra,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX18033662	USA: Mississippi	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000123910	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-26T00:00:00Z	1	SRS15540318	CFSANSMP000122320	SRP349465	36969	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	PAS	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	390	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	250	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.5	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR22052597	AMPLICON	293	PRJNA757447	SAMN31463007	SARS-CoV-2: wastewater surveillance	CFSAN	FDA Center for Food Safety and Applied Nutrition	2022-10-11	public	"sra,run.zq"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX18033664	USA: Alabama	Illumina MiSeq	wastewater	QIAseq DIRECT Unique Dual Index prep library SEQ000123913	PAIRED	PCR	VIRAL RNA	wastewater metagenome	ILLUMINA	2022-10-26T00:00:00Z	2	SRS15540320	CFSANSMP000122323	SRP349465	125030	0	raw wastewater	grab	yes	SARS-CoV-2	public health surveillance community-level	peg precipitation + ultracentrifugation	wastewater treatment plant	MOB	GenomeTrakr	Not Collected	qiagen rneasy kit	MPN genomic copies/L	QIAseq DIRECT SARS-CoV-2	300bp	SRA human read removal tool	RT-qPCR Detectionof SARS-CoV-2 from Wastewater Using the AB 7500 (protocols.io)	N gene (N1)	600	Murine norovirus		Not Collected	detection of target organism by RT PCR or ddPCR	4L	250	MPN genomic copies/L	N gene (N2)	SARS-CoV-2		yes	Not Provided	EPA Echo DMR	Not Provided	crAssphage		7.15	0	RT-qPCR Detectionof Process Controls (Murine noroviurs and crAssphage) from Wastewater using AB 7500 (protocols.io)	Not Collected	Biological replicate
SRR18970707	AMPLICON	640	PRJNA757447	SAMN28105676	SARS-CoV-2: wastewater surveillance	FDA	FDA Center for Food Safety and Applied Nutrition	2022-03-22	public	"sra,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX15046688	USA: Maryland	MinION	wastewater	Ligation sequencing kit library SEQ000119751	SINGLE	PCR	VIRAL RNA	wastewater metagenome	OXFORD_NANOPORE	2022-05-17T00:00:00Z	2	SRS13035764	CFSANSMP000115497	SRP349465	29758	0	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	missing	MD01	GenomeTrakr	not collected			NEBNext ARTIC SARS-CoV-2 RT-PCR Module	560	SRA human read removal tool																								
SRR18970806	AMPLICON	568	PRJNA757447	SAMN28105666	SARS-CoV-2: wastewater surveillance	FDA	FDA Center for Food Safety and Applied Nutrition	2022-03-29	public	"sra,activ_sars2_vcf"	"s3,gs,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX15046787	USA: Maryland	MinION	wastewater	Ligation sequencing kit library SEQ000119747	SINGLE	PCR	VIRAL RNA	wastewater metagenome	OXFORD_NANOPORE	2022-05-17T00:00:00Z	2	SRS13035765	CFSANSMP000115503	SRP349465	29758	0	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	missing	MD01	GenomeTrakr	not collected			NEBNext ARTIC SARS-CoV-2 RT-PCR Module	560	SRA human read removal tool																								
SRR18970807	AMPLICON	694	PRJNA757447	SAMN28105654	SARS-CoV-2: wastewater surveillance	FDA	FDA Center for Food Safety and Applied Nutrition	2022-03-22	public	"activ_sars2_vcf,sra"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX15046788	USA: Maryland	MinION	wastewater	Ligation sequencing kit library SEQ000119749	SINGLE	PCR	VIRAL RNA	wastewater metagenome	OXFORD_NANOPORE	2022-05-17T00:00:00Z	2	SRS13035766	CFSANSMP000115499	SRP349465	29758	0	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	missing	MD01	GenomeTrakr	not collected			NEBNext ARTIC SARS-CoV-2 RT-PCR Module	560	SRA human read removal tool																								
SRR18970808	AMPLICON	602	PRJNA757447	SAMN28105670	SARS-CoV-2: wastewater surveillance	FDA	FDA Center for Food Safety and Applied Nutrition	2022-03-29	public	"sra,activ_sars2_vcf"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX15046789	USA: Maryland	MinION	wastewater	Ligation sequencing kit library SEQ000119755	SINGLE	PCR	VIRAL RNA	wastewater metagenome	OXFORD_NANOPORE	2022-05-17T00:00:00Z	2	SRS13035767	CFSANSMP000115507	SRP349465	29758	0	raw wastewater	composite	yes	SARS-CoV-2	public health surveillance community-level	promega wastewater large volume tna capture kit	missing	MD01	GenomeTrakr	not collected			NEBNext ARTIC SARS-CoV-2 RT-PCR Module	560	SRA human read removal tool																								
